Sales,Quantity,Discount,Profit,Profit Margin (%),Ship_Duration,Region,Segment,Category,Sub_Category,Ship_Mode,Month,Weekday,Log_Sales,High_Discount,Month_Num,Weekday_Num,SubCat_ProfRate,Profitable
19.78,4,0.7,-13.8432,-69.98584428715874,3,East,Consumer,Office Supplies,Binders,First Class,December,Thursday,3.0339909856710814,1,12,4,0.6011730205278593,0
72.7,4,0.2,19.0848,26.251444291609356,3,East,Consumer,Furniture,Furnishings,First Class,December,Thursday,4.300002799195291,0,12,4,0.8065522620904836,1
479.99,4,0.7,-383.9904,-79.99966665972208,3,East,Consumer,Technology,Machines,First Class,December,Thursday,6.175846479868856,1,12,4,0.5975609756097561,0
27.17,2,0.2,2.7168,9.999263894000736,3,East,Consumer,Office Supplies,Art,First Class,December,Thursday,3.338257581888281,0,12,4,1.0,1
2.2,1,0.0,0.968,43.99999999999999,7,Central,Corporate,Office Supplies,Art,Standard Class,August,Sunday,1.1631508098056809,0,8,7,1.0,1
622.45,5,0.0,136.939,21.999999999999996,7,Central,Corporate,Furniture,Tables,Standard Class,August,Sunday,6.435268569442595,0,8,7,0.3627906976744186,1
21.98,1,0.0,0.2198,1.0,7,Central,Corporate,Office Supplies,Storage,Standard Class,August,Sunday,3.1346242724206097,0,8,7,0.7795698924731183,1
161.57,2,0.2,-28.2744,-17.499783375626667,4,South,Consumer,Furniture,Chairs,Standard Class,February,Saturday,5.091108678246132,0,2,6,0.6042154566744731,0
389.7,8,0.2,43.8408,11.249884526558892,4,South,Consumer,Furniture,Chairs,Standard Class,February,Saturday,5.967940002061025,0,2,6,0.6042154566744731,1
18.65,7,0.7,-12.432,-66.65951742627347,4,South,Corporate,Office Supplies,Binders,Standard Class,September,Saturday,2.9780773383152703,1,9,6,0.6011730205278593,0
25.92,5,0.2,9.396,36.25,5,Central,Consumer,Office Supplies,Paper,Second Class,June,Saturday,3.2928695047765273,0,6,6,1.0,1
419.68,5,0.6,-356.728,-85.0,5,Central,Consumer,Furniture,Furnishings,Second Class,June,Saturday,6.0418724496518275,1,6,6,0.8065522620904836,0
11.69,3,0.6,-4.6752,-39.993156544054756,5,Central,Consumer,Furniture,Furnishings,Second Class,June,Saturday,2.540814281726296,1,6,6,0.8065522620904836,0
31.98,2,0.2,11.1944,35.004377736085054,5,Central,Consumer,Technology,Phones,Second Class,June,Saturday,3.495901317131453,0,6,6,0.8521008403361344,1
177.23,5,0.5,-120.513,-67.99808158889579,5,Central,Consumer,Furniture,Tables,Second Class,June,Saturday,5.18307485103576,1,6,6,0.3627906976744186,0
4.04,3,0.6,-2.8308,-70.06930693069306,5,Central,Consumer,Furniture,Furnishings,Second Class,June,Saturday,1.6174060820832772,1,6,6,0.8065522620904836,0
7.41,2,0.2,1.2038,16.24561403508772,5,Central,Consumer,Office Supplies,Art,Second Class,June,Saturday,2.1294214739848565,0,6,6,1.0,1
2001.86,7,0.0,580.5394,29.000000000000004,5,Central,Home Office,Furniture,Chairs,Second Class,June,Sunday,7.602331438065773,0,6,7,0.6042154566744731,1
166.72,2,0.0,41.68,25.0,5,Central,Home Office,Office Supplies,Storage,Second Class,June,Sunday,5.122295922302562,0,6,7,0.7795698924731183,1
47.88,6,0.0,23.94,50.0,5,Central,Home Office,Office Supplies,Paper,Second Class,June,Sunday,3.88936831486334,0,6,7,1.0,1
1503.25,5,0.0,496.0725,33.0,5,Central,Home Office,Office Supplies,Appliances,Second Class,June,Sunday,7.316049714100461,0,6,7,0.867109634551495,1
25.92,4,0.0,12.4416,47.99999999999999,5,Central,Home Office,Office Supplies,Paper,Second Class,June,Sunday,3.2928695047765273,0,6,7,1.0,1
321.57,2,0.2,28.1372,8.749945579500576,5,West,Consumer,Furniture,Chairs,Second Class,December,Saturday,5.776320166946524,0,12,6,0.6042154566744731,1
7.61,1,0.0,3.5767,47.0,6,West,Consumer,Office Supplies,Paper,Standard Class,September,Sunday,2.152924318439639,0,9,7,1.0,1
3347.37,13,0.0,636.0003,19.000000000000004,6,West,Consumer,Technology,Accessories,Standard Class,September,Sunday,8.116228939242719,0,9,7,0.872,1
80.58,6,0.0,22.5624,28.000000000000004,3,East,Consumer,Office Supplies,Storage,First Class,December,Saturday,4.401584133889412,0,12,6,0.7795698924731183,1
361.92,4,0.0,162.864,45.0,3,East,Consumer,Office Supplies,Envelopes,First Class,December,Saturday,5.8941824243014285,0,12,6,1.0,1
12.13,9,0.6,-8.4924,-70.01154163231656,6,Central,Corporate,Furniture,Furnishings,Standard Class,November,Saturday,2.574899688314705,1,11,6,0.8065522620904836,0
82.37,2,0.2,-19.5624,-23.749423333738008,6,Central,Corporate,Office Supplies,Storage,Standard Class,November,Saturday,4.423288532422522,0,11,6,0.7795698924731183,0
53.92,5,0.2,4.044,7.499999999999998,6,Central,Corporate,Office Supplies,Storage,Standard Class,November,Saturday,4.00587758089977,0,11,6,0.7795698924731183,1
647.9,6,0.2,56.6916,8.750054020682205,6,Central,Corporate,Technology,Phones,Standard Class,November,Saturday,6.4752786216271225,0,11,6,0.8521008403361344,1
3059.98,3,0.4,-509.997,-16.666677559984052,2,Central,Corporate,Technology,Machines,Second Class,September,Friday,8.026490405111588,1,9,5,0.5975609756097561,0
2519.96,7,0.4,-251.9958,-9.999992063366085,2,Central,Corporate,Technology,Machines,Second Class,September,Friday,7.832395060342487,1,9,5,0.5975609756097561,0
328.22,4,0.2,28.7196,8.750106635793065,7,Central,Consumer,Technology,Phones,Standard Class,June,Monday,5.796726220298939,0,6,1,0.8521008403361344,1
79.9,2,0.0,35.156,43.99999999999999,5,West,Consumer,Technology,Accessories,Standard Class,November,Tuesday,4.393213824064446,0,11,2,0.872,1
7.56,6,0.0,0.3024,4.0,6,East,Consumer,Office Supplies,Fasteners,Standard Class,January,Friday,2.1471001901536506,0,1,5,0.9019607843137255,1
209.93,7,0.0,92.3692,44.0,1,West,Consumer,Technology,Accessories,First Class,July,Thursday,5.351526324879179,0,7,4,0.872,1
5.28,3,0.0,2.3232,43.99999999999999,1,West,Consumer,Furniture,Furnishings,First Class,July,Thursday,1.8373699804801074,0,7,4,0.8065522620904836,1
10.92,3,0.2,4.095,37.5,1,West,Consumer,Office Supplies,Binders,First Class,July,Thursday,2.4782176616372036,0,7,4,0.6011730205278593,1
2.08,5,0.8,-3.432,-165.0,2,Central,Consumer,Office Supplies,Binders,Second Class,September,Saturday,1.1249295969854831,1,9,6,0.6011730205278593,0
1114.4,7,0.2,376.11,33.75,2,Central,Consumer,Technology,Phones,Second Class,September,Saturday,7.016968363955454,0,9,6,0.8521008403361344,1
1038.84,5,0.2,51.942,5.0,4,West,Consumer,Furniture,Tables,Standard Class,November,Monday,6.946822134146038,0,11,1,0.3627906976744186,1
141.76,5,0.2,47.844,33.75,6,West,Consumer,Office Supplies,Paper,Standard Class,September,Saturday,4.961164898621959,0,9,6,1.0,1
239.8,5,0.2,47.96,20.0,6,West,Consumer,Technology,Accessories,Standard Class,September,Saturday,5.483966713434666,0,9,6,0.872,1
31.1,6,0.2,10.8864,35.004501607717046,6,West,Consumer,Office Supplies,Paper,Standard Class,September,Saturday,3.4688560301359703,0,9,6,1.0,1
254.06,7,0.7,-169.372,-66.66614185625444,2,South,Corporate,Office Supplies,Binders,Second Class,December,Sunday,5.541498811598753,1,12,7,0.6011730205278593,0
194.53,2,0.2,24.316,12.499871485117977,2,South,Corporate,Office Supplies,Appliances,Second Class,December,Sunday,5.275713820338184,0,12,7,0.867109634551495,1
961.48,5,0.2,-204.3145,-21.25,2,South,Corporate,Office Supplies,Supplies,Second Class,December,Sunday,6.869513286725269,0,12,7,0.816793893129771,0
19.1,7,0.2,6.6836,34.99267015706806,4,East,Home Office,Office Supplies,Fasteners,Second Class,November,Sunday,3.0007198150650303,0,11,7,0.9019607843137255,1
18.5,8,0.2,6.2424,33.7427027027027,4,East,Home Office,Office Supplies,Labels,Second Class,November,Sunday,2.970414465569701,0,11,7,1.0,1
255.98,2,0.2,54.3966,21.25033205719197,4,East,Home Office,Technology,Accessories,Second Class,November,Sunday,5.548998260855335,0,11,7,0.872,1
86.97,3,0.5,-48.7032,-56.00000000000001,4,East,Home Office,Furniture,Bookcases,Second Class,November,Sunday,4.476995847264583,1,11,7,0.5263157894736842,0
300.42,8,0.2,78.8592,26.24965048931496,2,West,Corporate,Furniture,Furnishings,First Class,December,Friday,5.7085046409915305,0,12,5,0.8065522620904836,1
230.35,3,0.2,20.1558,8.750075971347949,2,West,Corporate,Furniture,Chairs,First Class,December,Friday,5.443931715353009,0,12,5,0.6042154566744731,1
218.35,3,0.2,-24.5646,-11.250103045569041,2,West,Corporate,Furniture,Furnishings,First Class,December,Friday,5.390668627612223,0,12,5,0.8065522620904836,0
78.6,5,0.7,-62.88,-80.0,2,West,Corporate,Office Supplies,Binders,First Class,December,Friday,4.377014092850337,1,12,5,0.6011730205278593,0
27.55,3,0.2,9.2988,33.752450090744105,2,West,Corporate,Office Supplies,Fasteners,First Class,December,Friday,3.351656936102019,0,12,5,0.9019607843137255,1
32.4,5,0.0,15.552,48.0,6,East,Corporate,Office Supplies,Paper,Standard Class,October,Friday,3.5085558999826545,0,10,5,1.0,1
1082.48,8,0.0,10.8248,1.0,6,East,Corporate,Office Supplies,Storage,Standard Class,October,Friday,6.9879333621073885,0,10,5,0.7795698924731183,1
56.91,3,0.0,27.3168,48.00000000000001,6,East,Corporate,Office Supplies,Paper,Standard Class,October,Friday,4.058890081237698,0,10,5,1.0,1
77.6,4,0.0,38.024,49.00000000000001,6,East,Corporate,Furniture,Furnishings,Standard Class,October,Friday,4.364371699435161,0,10,5,0.8065522620904836,1
14.28,1,0.0,6.5688,46.00000000000001,6,East,Corporate,Office Supplies,Binders,Standard Class,October,Friday,2.7265447837383743,0,10,5,0.6011730205278593,1
26.8,2,0.0,12.864,48.00000000000001,5,East,Corporate,Furniture,Furnishings,Second Class,May,Monday,3.3250360206965914,0,5,1,0.8065522620904836,1
9.84,3,0.0,2.8536,29.000000000000004,5,Central,Corporate,Office Supplies,Art,Standard Class,December,Tuesday,2.3832429960115,0,12,2,1.0,1
45.48,3,0.0,20.9208,46.0,5,East,Home Office,Office Supplies,Binders,Standard Class,June,Sunday,3.8390221125436557,0,6,7,0.6011730205278593,1
289.2,6,0.0,83.868,28.999999999999996,5,East,Home Office,Office Supplies,Art,Standard Class,June,Sunday,5.670570340450087,0,6,7,1.0,1
15.14,4,0.2,3.5948,23.743725231175695,2,West,Corporate,Furniture,Furnishings,Second Class,September,Monday,2.7813006628418027,0,9,1,0.8065522620904836,1
466.77,2,0.2,52.5114,11.249951796387943,2,West,Corporate,Furniture,Chairs,Second Class,September,Monday,6.147976722123592,0,9,1,0.6042154566744731,1
15.23,1,0.2,1.7136,11.251477347340774,2,West,Corporate,Furniture,Furnishings,Second Class,September,Monday,2.7868613815264998,0,9,1,0.8065522620904836,1
6.26,3,0.2,2.0358,32.52076677316294,2,West,Corporate,Office Supplies,Labels,Second Class,September,Monday,1.9823798288367047,0,9,1,1.0,1
87.54,3,0.0,37.6422,43.0,6,East,Corporate,Furniture,Furnishings,Standard Class,September,Saturday,4.483454427303995,0,9,6,0.8065522620904836,1
178.38,2,0.2,22.298,12.500280300482117,7,South,Corporate,Technology,Phones,Standard Class,August,Saturday,5.189506460689857,0,8,6,0.8521008403361344,1
15.55,3,0.2,5.4432,35.004501607717046,7,South,Corporate,Office Supplies,Paper,Standard Class,August,Saturday,2.806386101823072,0,8,6,1.0,1
99.14,4,0.2,8.6744,8.74964696388945,2,East,Corporate,Office Supplies,Art,First Class,December,Sunday,4.606569206901798,0,12,7,1.0,1
135.88,1,0.1,24.1568,17.778039446570503,5,East,Home Office,Furniture,Chairs,Standard Class,November,Tuesday,4.919104629583938,0,11,2,0.6042154566744731,1
3991.98,2,0.0,1995.99,50.0,5,East,Home Office,Technology,Machines,Standard Class,November,Tuesday,8.292293098285338,0,11,2,0.5975609756097561,1
275.94,6,0.0,80.0226,28.999999999999996,5,East,Home Office,Technology,Phones,Standard Class,November,Tuesday,5.623800876226568,0,11,2,0.8521008403361344,1
360.0,4,0.0,129.6,36.0,5,East,Home Office,Technology,Accessories,Standard Class,November,Tuesday,5.8888779583328805,0,11,2,0.872,1
43.57,1,0.0,13.071,30.0,5,East,Home Office,Office Supplies,Storage,Standard Class,November,Tuesday,3.7970609869584644,0,11,2,0.7795698924731183,1
7.16,2,0.0,3.58,50.0,5,West,Corporate,Office Supplies,Fasteners,Standard Class,September,Friday,2.0992441689760155,0,9,5,0.9019607843137255,1
251.52,6,0.2,81.744,32.5,4,West,Corporate,Office Supplies,Binders,Standard Class,April,Saturday,5.5314904534994245,0,4,6,0.6011730205278593,1
99.99,1,0.0,34.9965,35.0,4,West,Corporate,Technology,Accessories,Standard Class,April,Saturday,4.6150215020384655,0,4,6,0.872,1
290.9,3,0.4,-67.8762,-23.33317291165349,2,East,Consumer,Technology,Phones,First Class,August,Tuesday,5.676411277860069,1,8,2,0.8521008403361344,0
54.22,2,0.2,3.389,6.250461084470675,2,East,Consumer,Office Supplies,Storage,First Class,August,Tuesday,4.011325206502009,0,8,2,0.7795698924731183,1
786.74,4,0.3,-258.5016,-32.85730991178789,2,East,Consumer,Furniture,Chairs,First Class,August,Tuesday,6.669168086174074,1,8,2,0.6042154566744731,0
100.24,10,0.2,33.831,33.75,2,East,Consumer,Office Supplies,Labels,First Class,August,Tuesday,4.617493935676923,0,8,2,1.0,1
37.76,6,0.7,-27.6936,-73.34110169491525,2,East,Consumer,Office Supplies,Binders,First Class,August,Tuesday,3.6573887870225654,1,8,2,0.6011730205278593,0
82.8,2,0.4,-20.7,-25.0,4,East,Consumer,Technology,Phones,Second Class,April,Monday,4.428433007488037,1,4,1,0.8521008403361344,0
20.72,2,0.7,-13.816,-66.67953667953668,4,East,Consumer,Office Supplies,Binders,Second Class,April,Monday,3.0782334950657346,1,4,1,0.6011730205278593,0
4.9,3,0.7,-3.4272,-69.94285714285714,4,East,Consumer,Office Supplies,Binders,Second Class,April,Monday,1.7749523509116738,1,4,1,0.6011730205278593,0
4.75,1,0.2,1.6038,33.764210526315786,3,West,Consumer,Office Supplies,Binders,Second Class,September,Tuesday,1.749199854809259,0,9,2,0.6011730205278593,1
959.98,2,0.2,335.9944,35.00014583637159,3,West,Consumer,Technology,Copiers,Second Class,September,Tuesday,6.8679535970992,0,9,2,1.0,1
14.37,4,0.2,4.49,31.245650661099518,3,West,Consumer,Office Supplies,Binders,Second Class,September,Tuesday,2.7324175575505043,0,9,2,0.6011730205278593,1
7.71,2,0.2,2.7956,36.25940337224384,5,West,Corporate,Office Supplies,Binders,Standard Class,July,Saturday,2.1644717908644115,0,7,6,0.6011730205278593,1
698.35,3,0.2,-17.4588,-2.500007159733658,5,West,Corporate,Furniture,Tables,Standard Class,July,Saturday,6.550151332225313,0,7,6,0.3627906976744186,0
4.96,4,0.0,2.3312,47.0,4,West,Consumer,Office Supplies,Fasteners,Second Class,June,Monday,1.7850704810772584,0,6,1,0.9019607843137255,1
17.86,4,0.2,1.116,6.248600223964167,4,East,Corporate,Office Supplies,Art,Second Class,April,Sunday,2.937043277205311,0,4,7,1.0,1
509.97,10,0.7,-407.976,-80.0,4,East,Corporate,Office Supplies,Binders,Second Class,April,Sunday,6.236310880065425,1,4,7,0.6011730205278593,0
30.99,13,0.2,10.0724,32.50209745079058,4,East,Corporate,Office Supplies,Fasteners,Second Class,April,Sunday,3.4654233539614268,0,4,7,0.9019607843137255,1
71.93,12,0.4,8.3916,11.666342277213957,4,East,Corporate,Technology,Phones,Second Class,April,Sunday,4.289500076996142,1,4,7,0.8521008403361344,1
88.8,4,0.2,-2.22,-2.5,4,Central,Consumer,Office Supplies,Storage,Standard Class,December,Sunday,4.497584975308154,0,12,7,0.7795698924731183,0
6.79,1,0.0,2.3086,34.0,2,East,Home Office,Technology,Accessories,First Class,September,Thursday,2.052840859882657,0,9,4,0.872,1
24.56,2,0.0,11.5432,47.0,2,East,Home Office,Office Supplies,Paper,First Class,September,Thursday,3.241028629509334,0,9,4,1.0,1
3.05,1,0.2,1.0668,34.97704918032787,2,East,Home Office,Office Supplies,Binders,First Class,September,Thursday,1.3987168811184478,0,9,4,0.6011730205278593,1
49.12,4,0.0,23.0864,47.0,2,East,Home Office,Office Supplies,Paper,First Class,September,Thursday,3.9144201300278674,0,9,4,1.0,1
4355.17,4,0.2,1415.4296,32.499985075209466,2,East,Home Office,Office Supplies,Binders,First Class,September,Thursday,8.379348509921268,0,9,4,0.6011730205278593,1
388.7,6,0.2,-4.8588,-1.2500128633907899,5,East,Consumer,Furniture,Bookcases,Standard Class,April,Friday,5.965377212344664,0,4,5,0.5263157894736842,0
8.26,2,0.0,3.7996,46.0,5,East,Consumer,Office Supplies,Envelopes,Standard Class,April,Friday,2.225704048658088,0,4,5,1.0,1
17.04,4,0.0,6.9864,41.0,5,East,Consumer,Office Supplies,Art,Standard Class,April,Friday,2.8925915146344776,0,4,5,1.0,1
34.4,5,0.0,15.824,46.0,5,East,Consumer,Office Supplies,Paper,Standard Class,April,Friday,3.5667118201397288,0,4,5,1.0,1
36.24,5,0.2,11.325,31.249999999999993,5,South,Corporate,Office Supplies,Paper,Standard Class,April,Saturday,3.617383452408866,0,4,6,1.0,1
211.96,4,0.0,8.4784,4.0,5,West,Consumer,Office Supplies,Storage,Standard Class,September,Wednesday,5.361104354646802,0,9,3,0.7795698924731183,1
23.2,4,0.0,10.44,45.0,0,East,Corporate,Office Supplies,Binders,Same Day,October,Friday,3.186352633162641,0,10,5,0.6011730205278593,1
7.36,2,0.0,0.1472,2.0,0,East,Corporate,Office Supplies,Supplies,Same Day,October,Friday,2.1234584270966104,0,10,5,0.816793893129771,1
104.79,7,0.0,29.3412,27.999999999999996,0,East,Corporate,Office Supplies,Storage,Same Day,October,Friday,4.661455996998683,0,10,5,0.7795698924731183,1
1043.92,4,0.0,271.4192,25.999999999999996,0,East,Corporate,Furniture,Bookcases,Same Day,October,Friday,6.951695606444503,0,10,5,0.5263157894736842,1
8.16,5,0.7,-5.712,-70.0,4,West,Consumer,Office Supplies,Binders,Standard Class,July,Wednesday,2.214846178686039,1,7,3,0.6011730205278593,0
1023.94,8,0.2,179.1888,17.49993163661933,4,West,Consumer,Technology,Accessories,Standard Class,July,Wednesday,6.93238935327381,0,7,3,0.872,1
9.24,1,0.2,0.924,10.0,4,West,Consumer,Office Supplies,Art,Standard Class,July,Wednesday,2.3263016196113617,0,7,3,1.0,1
479.04,10,0.2,-29.94,-6.25,4,West,Consumer,Technology,Accessories,Standard Class,July,Wednesday,6.17386943376324,0,7,3,0.872,0
99.14,4,0.2,30.98,31.248739156748034,3,Central,Corporate,Office Supplies,Paper,First Class,September,Wednesday,4.606569206901798,0,9,3,1.0,1
8.65,3,0.8,-20.3322,-235.05433526011558,7,Central,Consumer,Office Supplies,Appliances,Standard Class,April,Tuesday,2.2669579153508947,1,4,2,0.867109634551495,0
23.83,3,0.2,2.6811,11.250944187998321,7,Central,Consumer,Office Supplies,Storage,Standard Class,April,Tuesday,3.2120525995200753,0,4,2,0.7795698924731183,1
12.18,4,0.8,-18.8728,-154.94909688013138,7,Central,Consumer,Office Supplies,Binders,Standard Class,April,Tuesday,2.578700529074361,1,4,2,0.6011730205278593,0
50.96,7,0.0,25.48,50.0,1,West,Corporate,Office Supplies,Paper,First Class,October,Friday,3.9504741918023987,0,10,5,1.0,1
49.54,3,0.2,17.3376,34.997174000807426,1,West,Corporate,Office Supplies,Binders,First Class,October,Friday,3.922765101960048,0,10,5,0.6011730205278593,1
41.9,2,0.0,8.799,21.0,3,Central,Corporate,Technology,Accessories,Second Class,June,Friday,3.758871825933971,0,6,5,0.872,1
375.46,3,0.45,-157.0095,-41.81790337186385,5,South,Consumer,Furniture,Tables,Standard Class,November,Friday,5.9308117998960315,1,11,5,0.3627906976744186,0
83.98,3,0.2,-1.0497,-1.2499404620147654,5,South,Consumer,Technology,Accessories,Standard Class,November,Friday,4.442415934686665,0,11,5,0.872,0
482.34,4,0.7,-337.638,-70.0,4,East,Corporate,Technology,Machines,Standard Class,December,Thursday,6.180720339754835,1,12,4,0.5975609756097561,0
2.96,1,0.2,0.777,26.25,4,East,Corporate,Furniture,Furnishings,Standard Class,December,Thursday,1.3762440252663892,0,12,4,0.8065522620904836,1
2.62,1,0.2,0.4264,16.27480916030534,2,East,Consumer,Office Supplies,Art,First Class,November,Monday,1.2864740258376797,0,11,1,1.0,1
246.38,2,0.2,27.7182,11.250182644695187,2,West,Consumer,Technology,Phones,Second Class,September,Sunday,5.510925615946864,0,9,7,0.8521008403361344,1
1799.97,3,0.0,701.9883,38.99999999999999,2,West,Consumer,Technology,Copiers,Second Class,September,Sunday,7.496080687624671,0,9,7,1.0,1
12.46,3,0.8,-20.5623,-165.02648475120384,3,Central,Corporate,Office Supplies,Binders,Second Class,June,Saturday,2.599722324216582,1,6,6,0.6011730205278593,0
